Frame,Time,mal_lat_left_X,mal_lat_left_Y,mal_lat_left_Z,calc_back_left_X,calc_back_left_Y,calc_back_left_Z,toe_left_X,toe_left_Y,toe_left_Z,mal_lat_right_X,mal_lat_right_Y,mal_lat_right_Z,calc_back_right_X,calc_back_right_Y,calc_back_right_Z,toe_right_X,toe_right_Y,toe_right_Z,C7_X,C7_Y,C7_Z
44,0.215,759.701477050781,478.859100341797,98.2358932495117,702.722839355469,443.280792236328,58.8745269775391,959.033630371094,443.394195556641,40.4371490478516,754.573608398438,211.80339050293,95.3370208740234,703.542114257812,252.819381713867,59.3248023986816,955.723693847656,246.280181884766,42.0420303344727,806.003784179688,353.809478759766,1385.37976074219
45,0.22,759.708068847656,478.860809326172,98.2362899780273,702.710632324219,443.288818359375,58.8813171386719,959.040222167969,443.406463623047,40.4401779174805,754.581420898438,211.80859375,95.3479919433594,703.547790527344,252.816070556641,59.3044395446777,955.72802734375,246.28190612793,42.0559997558594,805.990295410156,353.787628173828,1385.39221191406
46,0.225,759.719482421875,478.860534667969,98.2427444458008,702.717468261719,443.296966552734,58.8973960876465,959.02685546875,443.390777587891,40.4275703430176,754.572387695312,211.799392700195,95.3531875610352,703.557373046875,252.813003540039,59.3203201293945,955.721557617188,246.290679931641,42.0441627502441,805.990539550781,353.727355957031,1385.36376953125
47,0.23,759.721923828125,478.857757568359,98.2448348999023,702.734436035156,443.290283203125,58.8977012634277,959.028869628906,443.399993896484,40.4307823181152,754.577270507812,211.791488647461,95.3572006225586,703.549560546875,252.808990478516,59.3284797668457,955.735900878906,246.279067993164,42.0398368835449,805.966186523438,353.710205078125,1385.37573242188
48,0.235,759.718017578125,478.866943359375,98.2533416748047,702.717895507812,443.297271728516,58.9036140441895,959.027404785156,443.399200439453,40.4301452636719,754.584594726562,211.781112670898,95.361701965332,703.563293457031,252.810821533203,59.3373527526855,955.73046875,246.281463623047,42.0350189208984,805.9814453125,353.645660400391,1385.36071777344
49,0.24,759.722473144531,478.872650146484,98.2625350952148,702.722045898438,443.29443359375,58.9197463989258,959.034423828125,443.393341064453,40.4274597167969,754.606994628906,211.789779663086,95.3580780029297,703.541687011719,252.809188842773,59.3506698608398,955.737854003906,246.279281616211,42.0372047424316,805.946655273438,353.587707519531,1385.36694335938
50,0.245,759.738464355469,478.878234863281,98.2592163085938,702.728942871094,443.305847167969,58.9147605895996,959.026977539062,443.398132324219,40.422061920166,754.618286132812,211.777923583984,95.3538970947266,703.5703125,252.793350219727,59.3414154052734,955.730224609375,246.270721435547,42.022346496582,805.919128417969,353.553924560547,1385.37731933594
51,0.25,759.737609863281,478.889862060547,98.2800369262695,702.742919921875,443.304718017578,58.9309844970703,959.037048339844,443.399719238281,40.4098968505859,754.6064453125,211.77864074707,95.3621978759766,703.561279296875,252.775970458984,59.3543815612793,955.733459472656,246.278732299805,42.0330390930176,805.931579589844,353.495483398438,1385.37927246094
52,0.255,759.733215332031,478.865783691406,98.2725067138672,702.73828125,443.3017578125,58.9441032409668,959.032836914062,443.398529052734,40.4228324890137,754.615600585938,211.765060424805,95.3685760498047,703.563903808594,252.773681640625,59.3608207702637,955.732421875,246.27848815918,42.0244369506836,805.876831054688,353.442565917969,1385.37487792969
53,0.26,759.744140625,478.887969970703,98.2736968994141,702.750183105469,443.300262451172,58.9273567199707,959.032897949219,443.407348632812,40.420093536377,754.611755371094,211.761856079102,95.3741989135742,703.554870605469,252.773376464844,59.3754577636719,955.744079589844,246.264572143555,42.0148048400879,805.879821777344,353.386322021484,1385.37524414062
54,0.265,759.728576660156,478.884063720703,98.283317565918,702.733825683594,443.297912597656,58.947826385498,959.037170410156,443.412322998047,40.4216041564941,754.630676269531,211.759902954102,95.370231628418,703.566528320312,252.781295776367,59.3633460998535,955.737670898438,246.274490356445,42.0193367004395,805.853820800781,353.344757080078,1385.37170410156
55,0.27,759.742004394531,478.877166748047,98.2923431396484,702.741760253906,443.310028076172,58.9555473327637,959.035583496094,443.409393310547,40.4247131347656,754.622985839844,211.754318237305,95.3699111938477,703.567993164062,252.776824951172,59.3757820129395,955.740600585938,246.272323608398,42.0253372192383,805.84765625,353.309936523438,1385.37683105469
56,0.275,759.734008789062,478.884796142578,98.2751235961914,702.737854003906,443.289733886719,58.9511909484863,959.038330078125,443.401794433594,40.421989440918,754.621337890625,211.763748168945,95.3796310424805,703.570373535156,252.785446166992,59.3700942993164,955.735290527344,246.274398803711,42.0266532897949,805.836242675781,353.253112792969,1385.35620117188
